Student_ID,Age,Gender,Department,Level,CGPA,Attendance,Assignment,Midterm,Exam,Study_Hours,Financial_Stress,Family_Income,Scholarship,Sleep_Hours,Mental_Health,Carryovers,Performance,Dropout
1507,30,Male,Information Technology,200,2.34,56,39.8,54.8,45.8,3.3,1,High,No,7.5,9,3,Poor,0
1508,22,Female,Microbiology,300,1.67,40,32.0,38.0,30.0,2.1,8,Low,No,8.1,1,4,Poor,1
1509,20,Female,Nursing,100,1.95,57,33.099999999999994,36.099999999999994,48.099999999999994,1.1,8,Low,Yes,8.0,1,4,Poor,1
1510,20,Male,Mechanical Engineering,500,4.23,72,84.6,79.6,89.6,6.8,6,Medium,Yes,7.1,1,0,Good,0
1511,18,Female,Accounting,100,3.87,66,71.8,84.8,75.8,5.1,4,High,No,7.9,1,1,Good,0
1512,30,Female,Medicine,400,4.07,57,86.1,71.1,87.1,6.0,5,High,No,7.6,6,0,Good,1
1513,26,Male,Mechanical Engineering,100,3.87,57,77.1,74.1,81.1,5.4,6,Low,No,8.3,2,0,Good,0
1514,29,Female,Microbiology,200,3.74,87,79.1,79.1,66.1,5.1,5,Medium,Yes,4.3,1,1,Good,0
1515,29,Female,Business Administration,300,2.11,45,37.5,44.5,44.5,3.4,8,Low,No,6.4,1,3,Poor,1
1516,26,Female,Microbiology,200,1.7,55,30.0,38.5,33.5,1.0,5,High,Yes,5.0,2,4,Poor,1
1517,28,Female,Economics,500,2.12,67,49.099999999999994,48.099999999999994,30.0,2.6,10,Low,Yes,5.0,2,3,Poor,1
1518,29,Male,Computer Science,200,1.61,76,36.8,30.0,30.0,1.6,8,Low,Yes,7.5,1,3,Poor,1
1519,20,Female,Computer Science,200,3.74,85,85.5,76.5,62.5,5.4,3,Medium,Yes,4.7,1,0,Good,0
1520,25,Female,Economics,500,1.81,65,30.0,48.5,30.0,1.4,1,High,Yes,5.4,4,4,Poor,1
1521,17,Female,Biochemistry,100,3.22,89,48.7,68.7,75.7,2.9,5,High,No,7.9,5,1,Fair,0
1522,27,Male,Biochemistry,500,3.66,76,67.8,74.8,76.8,4.1,7,Medium,Yes,7.6,3,0,Good,1
1523,17,Male,Accounting,300,1.5,40,30.0,30.0,30.0,0.5,10,Low,No,5.6,4,4,Poor,1
1524,16,Female,Cyber Security,400,2.56,72,53.599999999999994,58.599999999999994,41.599999999999994,3.9,2,High,Yes,7.3,8,1,Fair,0
1525,29,Male,Cyber Security,200,3.08,93,58.900000000000006,67.9,57.900000000000006,3.8,3,High,No,5.4,7,1,Fair,0
1526,30,Female,Economics,100,2.84,77,62.099999999999994,51.099999999999994,57.099999999999994,3.2,8,Low,Yes,7.5,4,3,Fair,1
1527,18,Female,Mass Communication,300,3.44,47,66.1,82.1,58.099999999999994,5.7,7,Low,Yes,6.2,4,2,Fair,0
1528,28,Female,Economics,300,3.18,40,59.0,67.0,65.0,4.5,6,Medium,No,3.7,3,3,Fair,1
1529,25,Female,Biochemistry,200,3.44,64,68.2,80.2,58.2,5.0,6,Low,No,3.8,4,2,Fair,0
1530,19,Female,Computer Science,500,4.39,84,77.2,88.2,98.2,5.9,5,Medium,Yes,6.4,2,1,Good,0
1531,24,Male,Information Technology,100,3.36,76,64.8,83.8,52.8,5.0,6,Low,No,7.7,3,1,Fair,0
1532,21,Male,Civil Engineering,400,4.56,84,93.2,91.2,89.2,6.9,5,High,No,6.8,2,1,Excellent,0
1533,24,Male,Software Engineering,100,4.2,61,89.3,82.3,80.3,6.6,3,Medium,Yes,6.2,2,1,Good,0
1534,23,Male,Economics,300,3.17,46,57.8,67.8,64.8,4.0,4,Medium,Yes,7.6,4,1,Fair,0
1535,21,Female,Economics,100,2.12,80,30.0,44.0,53.0,1.1,5,Medium,No,4.3,6,5,Poor,1
1536,18,Female,Microbiology,300,2.12,69,54.7,39.7,32.7,3.0,5,Medium,No,3.8,4,3,Poor,0
1537,19,Male,Nursing,500,2.59,56,53.8,43.8,57.8,2.7,5,Medium,Yes,5.9,2,3,Fair,1
1538,17,Female,Mechanical Engineering,300,3.74,54,66.2,85.2,73.2,5.8,7,Low,Yes,7.5,6,1,Good,1
1539,22,Male,Cyber Security,500,3.15,59,71.7,62.7,54.7,4.8,8,Low,No,4.1,4,3,Fair,1
1540,23,Female,Civil Engineering,300,2.66,56,50.8,43.8,64.8,3.8,9,Low,Yes,7.4,1,3,Fair,1
1541,19,Female,Accounting,400,3.42,57,69.1,61.099999999999994,75.1,4.6,3,High,Yes,6.7,7,2,Fair,0
1542,16,Female,Economics,500,1.56,63,30.0,33.9,30.0,0.6,4,Medium,Yes,3.6,3,3,Poor,1
1543,29,Male,Accounting,200,5.0,68,100.0,100.0,100.0,7.5,1,High,No,8.7,7,0,Excellent,0
1544,26,Female,Civil Engineering,400,2.7,59,54.7,56.7,50.7,3.2,10,Low,No,4.3,1,2,Fair,1
1545,27,Male,Information Technology,500,2.52,67,49.099999999999994,54.099999999999994,48.099999999999994,3.5,4,Medium,Yes,3.9,1,1,Fair,0
1546,18,Female,Software Engineering,100,2.88,65,62.5,63.5,46.5,4.0,8,Low,No,3.7,4,1,Fair,0
1547,20,Male,Business Administration,500,2.41,75,43.5,44.5,56.5,1.9,5,Medium,Yes,3.7,2,3,Poor,1
1548,25,Male,Information Technology,500,4.83,85,89.5,100.0,100.0,6.1,6,Low,Yes,3.5,6,1,Excellent,0
1549,22,Female,Accounting,100,1.5,40,30.0,30.0,30.0,0.5,10,Low,No,7.0,1,3,Poor,1
1550,23,Male,Medicine,300,2.17,60,42.0,36.0,52.0,2.8,1,High,Yes,4.8,8,4,Poor,0
1551,19,Male,Nursing,400,2.05,47,43.1,30.0,50.1,2.2,9,Low,No,7.9,1,3,Poor,1
1552,30,Female,Electrical Engineering,100,3.12,65,60.5,48.5,78.5,4.1,10,Low,No,6.7,1,1,Fair,0
1553,27,Male,Microbiology,400,3.53,43,73.9,63.900000000000006,73.9,5.9,7,Low,Yes,4.8,1,1,Good,1
1554,29,Female,Biochemistry,400,3.87,69,73.7,80.7,77.7,5.8,5,Medium,No,8.4,4,1,Good,0
1555,27,Female,Computer Science,400,3.84,67,79.1,91.1,60.099999999999994,6.0,5,High,Yes,7.2,5,1,Good,0
1556,18,Male,Economics,100,3.85,50,91.0,68.0,72.0,6.7,5,High,Yes,7.4,1,1,Good,1
1557,25,Male,Electrical Engineering,300,1.8,50,32.0,46.0,30.0,1.6,5,High,Yes,4.5,2,3,Poor,1
1558,21,Male,Computer Science,200,3.5,43,65.9,76.9,66.9,6.0,5,Medium,No,4.9,4,0,Good,0
1559,25,Female,Biochemistry,200,1.89,56,34.8,47.8,30.799999999999997,1.9,2,High,Yes,8.4,6,5,Poor,1
1560,16,Male,Mechanical Engineering,500,2.39,98,44.4,55.4,43.4,1.7,1,High,Yes,4.7,2,5,Poor,1
1561,28,Female,Microbiology,500,2.03,44,42.2,39.2,40.2,3.8,7,Medium,No,8.1,1,4,Poor,1
1562,23,Female,Electrical Engineering,500,1.63,42,30.0,30.0,37.6,0.7,4,Medium,No,6.8,3,5,Poor,1
1563,21,Male,Business Administration,200,1.5,46,30.0,30.0,30.0,0.5,9,Low,No,6.7,1,3,Poor,1
1564,23,Female,Cyber Security,500,2.71,53,36.9,59.9,65.9,3.1,3,High,No,4.3,6,1,Fair,1
1565,25,Male,Mass Communication,500,1.77,54,32.2,44.2,30.0,2.1,4,Medium,No,5.4,1,3,Poor,1
1566,16,Female,Software Engineering,300,2.18,44,51.2,44.2,35.2,3.9,6,Low,Yes,7.7,6,4,Poor,1
1567,26,Male,Electrical Engineering,400,2.97,60,64.0,59.0,55.0,5.2,3,High,Yes,6.4,8,3,Fair,0
1568,28,Female,Biochemistry,500,1.94,72,45.599999999999994,40.599999999999994,30.0,1.9,6,Low,Yes,5.9,4,4,Poor,1
1569,19,Male,Microbiology,200,1.62,83,30.0,30.0,36.9,1.1,3,High,No,7.3,7,5,Poor,1
1570,20,Male,Medicine,500,2.85,83,64.9,47.9,57.9,3.3,7,Medium,No,6.9,4,2,Fair,0
1571,28,Male,Computer Science,500,1.5,75,30.0,30.0,30.0,0.7,6,Medium,No,7.7,1,5,Poor,0
1572,21,Male,Microbiology,500,1.5,47,30.0,30.0,30.0,0.7,7,Medium,Yes,4.2,6,5,Poor,1
1573,22,Male,Microbiology,300,2.38,73,44.9,59.9,37.9,2.5,7,Medium,Yes,3.8,1,3,Poor,1
1574,30,Female,Software Engineering,300,1.5,40,30.0,30.0,30.0,0.5,5,High,Yes,4.4,5,5,Poor,1
1575,18,Female,Civil Engineering,100,4.3,67,94.1,82.1,82.1,7.1,3,Medium,No,6.1,1,1,Good,1
1576,16,Male,Business Administration,100,1.67,53,30.0,30.0,39.9,0.5,10,Low,Yes,3.7,1,4,Poor,1
1577,17,Male,Civil Engineering,100,4.63,75,86.5,91.5,100.0,7.0,4,High,Yes,5.2,1,1,Excellent,1
1578,30,Female,Nursing,100,2.52,55,51.5,52.5,47.5,2.9,4,Medium,No,3.7,1,2,Fair,0
1579,18,Male,Electrical Engineering,400,2.19,46,44.8,42.8,43.8,3.8,9,Low,No,3.7,3,5,Poor,1
1580,20,Male,Civil Engineering,300,1.73,55,40.5,30.0,33.5,2.5,6,Low,Yes,4.3,5,4,Poor,1
1581,24,Female,Accounting,400,3.79,74,72.2,63.2,92.2,5.1,7,Low,No,7.4,1,1,Good,0
1582,21,Female,Software Engineering,500,5.0,79,100.0,100.0,100.0,7.8,1,High,No,4.8,4,0,Excellent,0
1583,20,Male,Accounting,300,3.58,54,71.2,67.2,76.2,5.8,3,Medium,No,7.6,6,0,Good,0
1584,25,Female,Accounting,500,3.95,83,86.9,75.9,73.9,5.5,8,Low,Yes,7.4,3,0,Good,0
1585,25,Male,Electrical Engineering,400,1.68,75,40.5,30.0,30.0,2.0,10,Low,Yes,6.0,1,3,Poor,1
1586,26,Female,Accounting,300,3.29,47,57.1,66.1,74.1,4.3,9,Low,Yes,3.2,6,1,Fair,0
1587,19,Female,Economics,100,2.42,85,60.5,48.5,36.5,2.5,3,Medium,No,4.8,4,5,Poor,1
1588,20,Male,Accounting,100,3.63,72,73.6,78.6,65.6,4.2,3,Medium,No,5.0,6,1,Good,0
1589,26,Female,Microbiology,200,3.49,84,63.2,72.2,74.2,4.6,5,Medium,Yes,7.2,7,3,Fair,1
1590,18,Female,Accounting,200,4.02,67,82.1,68.1,91.1,6.2,1,High,Yes,5.8,9,1,Good,0
1591,22,Female,Computer Science,300,2.36,63,53.9,46.9,40.9,2.7,7,Low,Yes,3.4,1,4,Poor,1
1592,26,Male,Computer Science,400,3.74,47,70.1,73.1,81.1,6.1,7,Medium,Yes,7.9,5,1,Good,0
1593,16,Female,Economics,500,2.81,63,64.9,65.9,37.9,3.7,4,Medium,No,6.0,5,1,Fair,0
1594,19,Female,Mass Communication,200,1.56,62,33.599999999999994,30.0,30.0,0.5,4,High,No,6.5,3,3,Poor,0
1595,23,Male,Electrical Engineering,500,3.95,79,84.7,65.7,86.7,5.7,7,Medium,Yes,4.3,4,0,Good,0
1596,28,Male,Business Administration,100,3.73,85,68.5,73.5,81.5,3.7,7,Medium,Yes,6.7,1,0,Good,1
1597,24,Male,Civil Engineering,300,1.61,79,30.0,30.7,35.7,0.5,9,Low,Yes,6.2,1,3,Poor,1
1598,20,Male,Computer Science,200,3.93,63,73.9,67.9,93.9,5.5,1,High,Yes,7.4,10,0,Good,0
1599,28,Female,Accounting,100,3.1,78,74.4,61.400000000000006,50.400000000000006,4.7,3,Medium,Yes,5.0,5,3,Fair,1
1600,20,Male,Economics,500,4.3,90,84.0,100.0,74.0,6.3,2,High,No,7.4,7,0,Good,0
1601,24,Male,Civil Engineering,400,4.12,67,83.1,74.1,90.1,5.3,2,High,No,4.3,1,1,Good,0
1602,26,Male,Medicine,500,1.7,66,30.0,30.0,41.8,1.2,6,Low,No,8.1,1,3,Poor,1
1603,20,Male,Accounting,100,2.22,40,52.0,51.0,30.0,3.4,10,Low,Yes,3.8,3,3,Poor,1
1604,25,Female,Economics,200,3.73,64,72.2,88.2,63.2,6.3,3,High,No,4.4,7,1,Good,0
1605,26,Female,Mass Communication,300,2.4,59,55.7,53.7,34.7,3.0,9,Low,Yes,7.5,6,4,Poor,1
1606,28,Female,Civil Engineering,400,1.6,40,30.0,30.0,36.0,0.5,10,Low,Yes,5.3,1,5,Poor,1
1607,19,Female,Electrical Engineering,300,1.85,71,33.3,43.3,34.3,1.7,10,Low,No,8.0,1,5,Poor,1
1608,17,Male,Computer Science,300,1.95,67,31.099999999999994,33.099999999999994,53.099999999999994,1.5,3,High,Yes,6.6,1,3,Poor,1
1609,21,Male,Computer Science,200,2.91,85,48.5,49.5,76.5,3.2,5,High,No,6.7,5,2,Fair,0
1610,30,Female,Information Technology,400,1.52,62,30.0,30.599999999999998,30.599999999999998,0.5,5,Medium,Yes,6.0,3,3,Poor,1
1611,28,Female,Microbiology,300,4.87,90,92.0,100.0,100.0,6.7,2,High,Yes,4.5,8,1,Excellent,0
1612,23,Male,Economics,300,1.52,50,30.0,30.0,31.0,0.9,6,Medium,No,5.3,1,4,Poor,1
1613,25,Female,Electrical Engineering,500,2.98,70,61.0,71.0,47.0,3.5,8,Low,Yes,6.9,1,2,Fair,0
1614,24,Female,Cyber Security,200,2.85,69,43.7,66.7,60.7,3.1,3,Medium,Yes,6.6,9,1,Fair,0
1615,22,Male,Business Administration,500,2.98,81,57.3,64.3,57.3,2.8,2,High,Yes,6.4,8,3,Fair,0
1616,25,Male,Mechanical Engineering,400,1.84,71,31.299999999999997,30.0,49.3,1.5,6,Low,No,7.9,2,3,Poor,1
1617,19,Male,Microbiology,500,1.82,40,30.0,49.0,30.0,2.4,7,Low,Yes,4.8,2,5,Poor,1
1618,23,Female,Cyber Security,500,3.94,86,78.8,93.8,63.8,5.6,3,High,Yes,7.4,4,0,Good,0
1619,17,Male,Information Technology,500,1.96,84,47.2,40.2,30.0,1.5,3,High,No,6.7,1,5,Poor,0
1620,21,Female,Electrical Engineering,200,4.46,65,96.5,94.5,76.5,6.8,3,High,Yes,6.3,1,0,Good,0
1621,16,Female,Civil Engineering,400,4.33,75,97.5,85.5,76.5,6.6,5,High,Yes,8.2,8,0,Good,0
1622,22,Male,Medicine,100,1.5,40,30.0,30.0,30.0,1.1,8,Low,No,3.7,3,5,Poor,1
1623,21,Female,Cyber Security,300,3.17,55,73.5,61.5,55.5,5.2,7,Low,No,4.9,1,1,Fair,1
1624,23,Female,Nursing,400,2.54,69,49.7,58.7,43.7,3.3,6,Low,Yes,5.9,1,2,Fair,1
1625,22,Male,Microbiology,500,2.5,69,47.7,46.7,55.7,1.8,1,High,Yes,7.5,10,3,Fair,0
1626,23,Male,Information Technology,400,3.03,52,59.6,53.6,68.6,4.5,8,Low,Yes,5.9,1,1,Fair,0
1627,22,Male,Accounting,500,2.04,46,30.0,44.8,47.8,2.4,4,Medium,Yes,5.2,5,5,Poor,1
1628,26,Male,Medicine,500,3.9,80,66.0,83.0,85.0,4.7,6,Medium,Yes,5.1,7,1,Good,0
1629,19,Female,Computer Science,500,1.5,52,30.0,30.0,30.0,0.5,10,Low,No,4.6,1,4,Poor,1
1630,27,Female,Mass Communication,300,1.5,63,30.0,30.0,30.0,0.5,9,Low,Yes,3.2,1,3,Poor,1
1631,20,Female,Medicine,300,4.81,53,92.9,97.9,97.9,6.8,6,Low,No,4.3,1,0,Excellent,1
1632,25,Female,Civil Engineering,200,3.32,80,73.0,63.0,63.0,4.2,2,High,Yes,7.1,1,3,Fair,1
1633,18,Female,Mechanical Engineering,200,4.94,72,96.6,100.0,100.0,7.6,1,High,No,4.9,10,0,Excellent,0
1634,27,Female,Cyber Security,200,3.54,49,71.7,85.7,54.7,5.9,10,Low,Yes,7.5,4,0,Good,0
1635,16,Female,Computer Science,500,3.39,77,55.099999999999994,65.1,83.1,4.0,6,Low,Yes,7.7,2,1,Fair,0
1636,26,Male,Microbiology,400,2.55,61,52.3,40.3,60.3,2.7,3,Medium,Yes,5.4,1,2,Fair,1
1637,26,Male,Software Engineering,500,2.02,77,47.099999999999994,41.099999999999994,33.099999999999994,2.9,1,High,No,5.0,6,4,Poor,1
1638,23,Female,Electrical Engineering,300,3.5,88,55.400000000000006,76.4,78.4,3.8,3,High,No,8.3,2,0,Good,0
1639,28,Male,Electrical Engineering,400,3.24,86,62.8,68.8,62.8,4.0,5,High,Yes,7.9,5,2,Fair,0
1640,18,Female,Cyber Security,200,2.21,44,36.2,50.2,46.2,2.9,3,Medium,No,7.4,1,4,Poor,1
1641,21,Female,Nursing,500,4.19,75,89.5,73.5,88.5,6.5,4,Medium,Yes,5.6,1,0,Good,0
1642,19,Female,Nursing,100,4.18,83,69.9,82.9,97.9,5.3,4,Medium,Yes,4.9,5,0,Good,0
1643,25,Male,Computer Science,200,1.55,50,30.0,33.0,30.0,0.8,5,High,Yes,4.2,1,3,Poor,1
1644,20,Female,Cyber Security,200,2.23,74,52.2,43.2,38.2,2.9,7,Medium,No,6.5,7,3,Poor,1
1645,16,Female,Computer Science,200,4.18,80,87.0,80.0,84.0,6.3,6,Medium,No,8.2,7,0,Good,0
1646,27,Female,Biochemistry,300,1.71,71,30.0,31.3,41.3,0.5,7,Medium,Yes,6.9,1,5,Poor,1
1647,26,Female,Economics,200,2.33,65,42.5,59.5,37.5,2.8,5,Medium,No,7.5,8,4,Poor,1
1648,23,Female,Computer Science,300,1.61,68,30.0,35.4,31.4,0.5,4,High,No,5.1,1,4,Poor,1
1649,16,Female,Accounting,200,1.75,66,30.0,30.0,44.8,1.3,3,Medium,No,3.8,5,4,Poor,0
1650,16,Male,Accounting,200,2.25,48,51.4,49.4,34.4,3.7,4,High,Yes,6.2,4,5,Poor,1
1651,18,Male,Electrical Engineering,300,2.73,55,57.5,56.5,49.5,3.7,7,Low,Yes,6.8,1,2,Fair,1
1652,17,Female,Biochemistry,400,3.63,51,78.3,84.3,55.3,5.5,3,High,Yes,6.9,8,1,Good,0
1653,30,Female,Nursing,400,1.84,49,46.7,31.700000000000003,31.700000000000003,2.5,4,High,Yes,7.2,4,4,Poor,0
1654,26,Female,Civil Engineering,500,1.5,43,30.0,30.0,30.0,0.5,9,Low,No,7.1,4,3,Poor,1
1655,19,Male,Microbiology,100,1.53,69,31.7,30.0,30.0,0.8,2,High,Yes,4.7,3,3,Poor,0
1656,23,Male,Microbiology,200,1.7,45,32.5,39.5,30.0,1.2,8,Low,No,4.4,2,3,Poor,1
1657,22,Male,Electrical Engineering,200,3.62,87,67.1,64.1,86.1,4.6,4,Medium,No,6.9,4,0,Good,0
1658,26,Male,Computer Science,500,1.5,77,30.0,30.0,30.0,0.5,6,Low,No,4.8,6,3,Poor,1
1659,23,Male,Business Administration,500,1.58,83,34.9,30.0,30.0,0.5,5,High,Yes,5.1,1,4,Poor,1
1660,30,Female,Computer Science,400,3.29,75,58.5,57.5,81.5,4.4,7,Medium,No,3.9,1,1,Fair,0
1661,19,Male,Mass Communication,200,4.21,67,84.1,79.1,89.1,6.0,7,Low,No,4.3,1,0,Good,0
1662,24,Male,Civil Engineering,400,4.37,72,80.6,81.6,100.0,6.9,3,Medium,No,4.0,5,1,Good,0
1663,25,Female,Cyber Security,500,3.36,51,56.3,70.3,75.3,5.0,2,High,No,7.4,4,1,Fair,0
1664,16,Female,Accounting,300,2.2,50,50.0,52.0,30.0,3.4,4,High,Yes,7.8,5,3,Poor,1
1665,27,Female,Information Technology,500,4.79,92,89.6,100.0,97.6,6.4,4,High,No,5.0,1,1,Excellent,0
1666,25,Female,Mass Communication,500,4.17,67,83.1,81.1,86.1,5.5,10,Low,Yes,7.2,5,1,Good,1
1667,20,Female,Computer Science,500,1.55,62,32.599999999999994,30.599999999999998,30.0,0.5,3,High,No,7.8,2,4,Poor,1
1668,18,Male,Biochemistry,200,1.65,48,30.0,30.4,38.4,0.9,4,High,No,7.1,8,5,Poor,1
1669,26,Male,Mechanical Engineering,500,1.68,42,30.0,30.0,40.6,2.0,4,Medium,No,7.3,5,3,Poor,1
1670,29,Female,Accounting,300,2.44,63,46.9,47.9,51.9,2.2,8,Low,Yes,7.4,1,5,Poor,1
1671,30,Male,Information Technology,400,2.61,82,54.599999999999994,42.599999999999994,59.599999999999994,3.1,1,High,No,4.1,9,3,Fair,0
1672,19,Female,Business Administration,300,3.74,74,81.2,74.2,69.2,5.0,6,Medium,No,3.5,4,1,Good,0
1673,26,Female,Business Administration,300,4.43,80,89.0,77.0,100.0,6.8,2,High,No,4.6,7,1,Good,0
1674,29,Male,Business Administration,200,1.75,40,31.0,36.0,38.0,2.6,6,Medium,Yes,7.9,3,5,Poor,1
1675,24,Female,Electrical Engineering,300,2.89,88,50.4,62.4,60.4,2.3,5,Medium,No,4.0,4,1,Fair,0
1676,22,Female,Computer Science,100,2.43,63,42.9,49.9,52.9,2.1,10,Low,No,4.5,1,3,Poor,1
1677,22,Female,Mechanical Engineering,300,1.51,58,30.4,30.0,30.0,1.4,4,Medium,Yes,6.5,7,4,Poor,1
1678,18,Male,Information Technology,500,3.22,58,57.4,68.4,67.4,4.0,3,Medium,No,7.4,1,2,Fair,1
1679,22,Male,Computer Science,500,4.26,74,98.2,86.2,71.2,6.6,4,Medium,No,3.8,1,1,Good,0
1680,25,Male,Computer Science,500,2.24,79,34.7,47.7,51.7,2.1,4,Medium,Yes,7.7,1,4,Poor,1
1681,29,Female,Cyber Security,300,1.82,49,30.7,30.0,48.7,1.5,7,Medium,Yes,5.9,2,4,Poor,1
1682,23,Male,Mechanical Engineering,400,4.54,44,94.2,81.2,97.2,7.3,3,High,No,6.6,3,0,Excellent,0
1683,29,Male,Cyber Security,400,1.53,40,30.0,32.0,30.0,0.8,10,Low,Yes,7.8,1,4,Poor,1
1684,28,Male,Mechanical Engineering,500,1.5,57,30.0,30.0,30.0,1.1,6,Medium,Yes,6.2,1,4,Poor,1
1685,23,Female,Economics,400,1.85,43,33.9,30.0,46.9,2.2,7,Medium,No,7.0,4,5,Poor,0
1686,18,Male,Computer Science,500,2.7,81,52.3,58.3,51.3,2.2,5,High,Yes,7.5,7,2,Fair,0
1687,22,Male,Information Technology,200,3.8,61,75.3,65.3,87.3,5.0,6,Low,No,4.2,2,1,Good,0
1688,30,Male,Software Engineering,400,1.89,69,36.7,46.7,30.0,2.0,9,Low,Yes,3.6,2,5,Poor,1
1689,24,Male,Electrical Engineering,200,3.41,66,67.8,60.8,75.8,3.9,5,Medium,No,8.2,1,1,Fair,0
1690,23,Male,Information Technology,400,1.74,67,35.099999999999994,34.099999999999994,35.099999999999994,2.5,10,Low,No,5.4,1,5,Poor,1
1691,27,Female,Mechanical Engineering,300,4.28,83,77.9,89.9,88.9,5.5,1,High,No,6.8,8,1,Good,0
1692,28,Female,Civil Engineering,400,3.36,46,64.8,59.8,76.8,4.4,4,Medium,No,7.8,1,3,Fair,0
1693,24,Male,Mechanical Engineering,500,2.79,67,62.099999999999994,48.099999999999994,57.099999999999994,3.4,9,Low,No,8.0,5,3,Fair,1
1694,18,Female,Nursing,500,1.88,56,38.8,43.8,30.0,2.6,10,Low,No,7.8,1,5,Poor,1
1695,17,Male,Information Technology,500,2.14,82,43.599999999999994,30.0,54.599999999999994,1.0,4,Medium,Yes,7.3,4,5,Poor,1
1696,18,Female,Nursing,100,3.99,79,66.7,90.7,81.7,5.3,1,High,Yes,7.5,7,0,Good,0
1697,23,Male,Information Technology,400,2.27,46,41.8,37.8,56.8,3.1,9,Low,Yes,6.4,3,5,Poor,1
1698,19,Female,Computer Science,400,2.83,64,59.2,63.2,47.2,3.4,6,Medium,No,5.1,1,3,Fair,1
1699,28,Female,Accounting,200,4.3,88,87.4,79.4,91.4,6.5,2,High,Yes,5.5,5,0,Good,0
1700,21,Female,Mass Communication,100,3.45,83,74.9,71.9,59.900000000000006,4.1,3,Medium,Yes,5.1,8,2,Fair,0
1701,20,Female,Economics,500,2.07,57,42.099999999999994,52.099999999999994,30.0,2.0,6,Low,Yes,7.2,1,3,Poor,1
1702,29,Male,Information Technology,400,3.44,96,61.8,70.8,73.8,3.1,1,High,No,4.3,10,1,Fair,0
1703,23,Female,Business Administration,400,2.16,65,51.5,34.5,43.5,2.2,2,High,Yes,6.4,6,4,Poor,0
1704,25,Female,Computer Science,200,3.21,44,73.2,61.2,58.2,5.7,5,Medium,No,5.1,8,1,Fair,0
1705,26,Male,Nursing,100,2.55,50,56.0,61.0,36.0,3.2,5,Medium,No,4.7,6,3,Fair,0
1706,28,Male,Biochemistry,100,2.74,79,55.7,61.7,46.7,3.3,8,Low,Yes,4.3,1,2,Fair,1
1707,29,Female,Software Engineering,500,1.75,63,33.9,30.0,40.9,1.3,7,Medium,No,4.8,1,4,Poor,0
1708,20,Female,Cyber Security,100,1.64,41,38.3,30.0,30.0,1.6,7,Medium,No,3.9,7,3,Poor,1
1709,21,Male,Cyber Security,200,2.52,40,54.0,55.0,42.0,3.2,9,Low,Yes,4.2,1,2,Fair,0
1710,23,Female,Biochemistry,100,1.66,71,39.3,30.0,30.0,1.4,5,High,No,6.5,1,5,Poor,1
1711,22,Female,Mass Communication,200,2.38,76,49.8,62.8,30.0,2.6,7,Low,Yes,6.9,7,5,Poor,0
1712,29,Male,Software Engineering,500,2.15,40,45.0,44.0,40.0,2.4,9,Low,No,5.2,3,3,Poor,1
1713,21,Female,Medicine,200,1.58,52,30.0,34.6,30.0,1.3,3,Medium,Yes,6.8,4,5,Poor,1
1714,30,Male,Biochemistry,400,2.55,77,45.099999999999994,43.099999999999994,65.1,3.2,6,Medium,Yes,6.5,5,2,Fair,0
1715,20,Female,Nursing,400,1.5,44,30.0,30.0,30.0,0.5,8,Low,No,5.5,1,4,Poor,1
1716,30,Female,Cyber Security,400,1.54,61,30.0,32.3,30.0,1.7,10,Low,Yes,5.8,1,4,Poor,1
1717,30,Female,Mechanical Engineering,500,2.72,56,54.8,66.8,41.8,4.0,9,Low,Yes,6.1,1,1,Fair,1
1718,21,Male,Cyber Security,300,4.46,92,85.6,96.6,85.6,6.0,4,Medium,Yes,8.0,3,1,Good,0
1719,18,Male,Business Administration,100,4.39,46,80.8,96.8,85.8,6.9,4,Medium,No,5.5,3,0,Good,0
1720,23,Female,Business Administration,200,1.87,82,38.599999999999994,30.0,43.599999999999994,0.6,6,Low,No,5.7,6,4,Poor,1
1721,18,Male,Electrical Engineering,100,2.42,75,53.5,41.5,50.5,2.1,3,High,No,6.3,1,3,Poor,1
1722,24,Male,Computer Science,100,1.63,59,37.7,30.0,30.0,1.2,2,High,No,8.5,1,4,Poor,1
1723,23,Female,Cyber Security,100,1.69,59,30.0,30.0,41.7,0.5,10,Low,No,6.2,2,4,Poor,1
1724,18,Female,Microbiology,400,2.62,40,42.0,60.0,55.0,3.6,10,Low,No,6.3,5,1,Fair,1
1725,20,Male,Biochemistry,200,1.53,50,30.0,30.0,32.0,0.5,6,Low,No,7.8,4,5,Poor,1
1726,16,Female,Medicine,200,1.61,88,30.0,30.0,36.4,0.5,6,Low,No,5.8,4,3,Poor,1
1727,20,Female,Biochemistry,500,2.03,73,39.9,49.9,31.9,1.5,1,High,Yes,8.1,4,5,Poor,1
1728,18,Male,Electrical Engineering,100,3.53,73,72.9,68.9,69.9,5.7,7,Low,No,5.2,1,0,Good,1
1729,17,Male,Nursing,100,2.02,47,42.1,48.1,31.1,3.1,8,Low,Yes,4.3,1,3,Poor,1
1730,24,Female,Software Engineering,200,1.5,56,30.0,30.0,30.0,0.8,10,Low,Yes,4.5,1,5,Poor,1
1731,28,Female,Business Administration,400,1.99,74,45.2,40.2,34.2,2.0,4,Medium,Yes,4.5,3,3,Poor,1
1732,19,Female,Microbiology,400,3.01,82,56.599999999999994,54.599999999999994,69.6,2.5,2,High,No,4.7,5,2,Fair,0
